,Feature_Names,Importances
0,total_time21,0.16098063162660198
1,paper_time6,0.11846382893468768
2,gmrt_on_paper2,0.09730495274222029
3,mean_gmrt23,0.09326374285598682
4,mean_speed_on_paper23,0.08782109767284152
5,num_of_pendown20,0.08740290103574719
6,total_time6,0.08479702303728887
7,mean_jerk_on_paper21,0.08460985598860582
8,num_of_pendown21,0.0822738839457633
9,disp_index2,0.07644338633720227
10,pressure_mean1,0.07548022994108558
11,gmrt_on_paper7,0.0749186154400926
12,mean_speed_on_paper24,0.06910842981932386
13,mean_acc_on_paper24,0.06711097189563175
14,mean_speed_on_paper17,0.06230812781489031
15,max_x_extension19,0.057871656626444334
16,gmrt_on_paper14,0.05581643777431977
17,mean_jerk_in_air19,0.054109815733692224
18,mean_speed_on_paper6,0.05248180514664452
19,pressure_var20,0.05221854533833775
20,gmrt_in_air22,0.05126427799082045
21,mean_speed_in_air7,0.05106177848935067
22,num_of_pendown19,0.04912033050751341
23,paper_time5,0.048820189547867
24,max_y_extension19,0.04836325886698928
25,gmrt_in_air2,0.0482066377101511
26,pressure_mean4,0.048107157273375806
27,paper_time7,0.04810052933588299
28,mean_acc_in_air1,0.04383894562892826
29,mean_jerk_on_paper7,0.04342171449251753
30,mean_speed_in_air19,0.042309998415983485
31,gmrt_on_paper6,0.041890210342141465
32,mean_gmrt1,0.041142820840994965
33,max_y_extension4,0.04099481282228723
34,pressure_var1,0.039878753246447074
35,gmrt_on_paper24,0.039120315210339485
36,disp_index3,0.03816558643256451
37,air_time9,0.03806648033648152
38,mean_gmrt3,0.03779098599706543
39,disp_index4,0.03622333979865244
40,paper_time4,0.03619946051409556
41,gmrt_on_paper1,0.03540388517596749
42,mean_acc_in_air17,0.03498169021169541
43,pressure_mean21,0.03378075615753212
44,mean_speed_in_air14,0.03256892244238596
45,mean_speed_on_paper7,0.03247596547783277
46,mean_jerk_on_paper24,0.03239947038056096
47,mean_speed_in_air6,0.03217422637098433
48,mean_speed_on_paper4,0.0321533835522507
49,paper_time1,0.0316874259395305
50,mean_jerk_in_air7,0.03155042552390913
51,mean_jerk_on_paper6,0.03154603548677182
52,mean_speed_on_paper22,0.03115335514341544
53,pressure_var22,0.03107122016487024
54,max_x_extension15,0.030776116264471853
55,gmrt_on_paper20,0.030527940530484243
56,gmrt_in_air17,0.03006373593029621
57,disp_index12,0.03003572302886215
58,mean_acc_on_paper8,0.029860878186095396
59,disp_index21,0.029154543197280225
60,gmrt_on_paper23,0.029061464005924742
61,total_time1,0.029060724816641015
62,pressure_var6,0.028502541126685377
63,mean_acc_in_air16,0.028478332544682905
64,mean_jerk_in_air6,0.02843496798269346
65,num_of_pendown3,0.028420799383830575
66,disp_index1,0.028135833544927658
67,gmrt_on_paper11,0.027950654184354995
68,mean_speed_on_paper5,0.02725416229494304
69,mean_speed_in_air15,0.027100867449243116
70,pressure_mean22,0.026872867560841618
71,gmrt_in_air16,0.026761851626461997
72,paper_time19,0.026461515973759342
73,gmrt_in_air14,0.026166907421901753
74,mean_speed_in_air24,0.02572394896432434
75,paper_time23,0.025652144175723424
76,mean_jerk_on_paper23,0.02565027443780954
77,mean_jerk_on_paper11,0.02546934351399488
78,mean_speed_on_paper19,0.025045628047659863
79,air_time21,0.024835918471717955
80,mean_speed_in_air22,0.02478642604043535
81,gmrt_on_paper22,0.02448378739578827
82,gmrt_in_air19,0.02434741184612016
83,gmrt_in_air4,0.024276890389143713
84,mean_speed_on_paper18,0.024258098486311108
85,disp_index24,0.02410151565500024
86,paper_time24,0.02394044976411859
87,max_y_extension18,0.023707255227020108
88,mean_speed_on_paper8,0.023411672489569213
89,disp_index8,0.023099757471803817
90,pressure_mean2,0.02268649736211048
91,mean_jerk_on_paper19,0.022227328549516367
92,max_y_extension10,0.022123516260911413
93,num_of_pendown13,0.022020586677215404
94,mean_gmrt15,0.021919608141376168
95,mean_jerk_in_air25,0.021894491763633173
96,pressure_var3,0.021600527658206636
97,gmrt_on_paper17,0.021531137237335823
98,max_y_extension15,0.02152304481255163
99,mean_speed_in_air23,0.021480123899209946
100,pressure_var24,0.021474084786741954
101,mean_jerk_in_air5,0.021386710181930835
102,mean_jerk_in_air16,0.02098619422640763
103,mean_speed_on_paper20,0.020802495087177575
104,max_x_extension12,0.020556542585824067
105,mean_acc_in_air12,0.020201130972076042
106,mean_acc_on_paper9,0.01996372993093254
107,pressure_var16,0.019854995047719814
108,mean_acc_in_air24,0.019803141412475078
109,pressure_var4,0.01979187434801366
110,mean_acc_in_air10,0.019684773755449192
111,mean_gmrt10,0.019594717827578823
112,pressure_mean18,0.0195935150527414
113,air_time6,0.019331445890181154
114,mean_gmrt21,0.019312133564059808
115,disp_index19,0.019210072784054066
116,num_of_pendown24,0.01873980905456263
117,paper_time3,0.018662924808864778
118,mean_gmrt4,0.018655523827365794
119,air_time8,0.018643664452667852
120,num_of_pendown8,0.018609125320668052
121,paper_time25,0.018606346071172064
122,mean_gmrt13,0.01856529934438711
123,air_time18,0.01850376156526823
124,gmrt_on_paper10,0.018376840870693856
125,pressure_mean14,0.01831227651840861
126,paper_time13,0.017949166462338517
127,gmrt_on_paper13,0.017900050955925062
128,mean_gmrt2,0.017611948149962586
129,gmrt_on_paper4,0.017516189394868098
130,mean_gmrt11,0.017338650716627213
131,gmrt_in_air1,0.017244087099026195
132,max_y_extension8,0.017160833362528716
133,disp_index22,0.017115207655188813
134,mean_jerk_in_air1,0.01709071457639172
135,mean_acc_on_paper17,0.016782427034199354
136,num_of_pendown2,0.016779191909545466
137,mean_speed_on_paper1,0.016506416471892105
138,gmrt_in_air7,0.016491717447114862
139,pressure_var21,0.016379115871280547
140,mean_acc_on_paper11,0.016166328806313635
141,total_time24,0.015976781628720294
142,max_y_extension11,0.015949128842685886
143,total_time3,0.015689206179532622
144,gmrt_in_air20,0.015647109741539933
145,total_time7,0.015459556618974968
146,mean_acc_on_paper22,0.015308615842965556
147,pressure_mean3,0.01527651255798157
148,mean_acc_on_paper3,0.015161190011894199
149,mean_speed_in_air2,0.015135697329304781
150,pressure_var19,0.015096472681422113
151,pressure_mean7,0.015051182387996187
152,num_of_pendown1,0.014949719637303183
153,disp_index25,0.014904315529841616
154,pressure_var17,0.0147987905333693
155,mean_gmrt19,0.014737501315386647
156,mean_acc_in_air3,0.01470932197809599
157,pressure_mean9,0.014645982608355035
158,pressure_mean12,0.01463416607955953
159,max_x_extension11,0.01431898980203461
160,gmrt_on_paper3,0.01419500585232289
161,pressure_mean8,0.014180617870028653
162,gmrt_in_air24,0.01412657509633386
163,pressure_var25,0.014076769351959229
164,disp_index7,0.01395151005331391
165,max_y_extension12,0.013907021659755214
166,pressure_mean17,0.013854795811921838
167,mean_acc_on_paper19,0.013791026892673086
168,total_time11,0.013743821135094626
169,mean_speed_on_paper21,0.01372884277229447
170,pressure_var23,0.013653317438230339
171,gmrt_in_air10,0.01331396672227303
172,total_time8,0.013275319233488986
173,mean_gmrt14,0.013237050367562286
174,max_y_extension7,0.013230418204470573
175,num_of_pendown22,0.01320855793888226
176,mean_acc_on_paper4,0.013150065339887829
177,max_x_extension9,0.013129433696831172
178,pressure_var15,0.01306994715910803
179,disp_index9,0.012974351431965458
180,gmrt_in_air15,0.012795500232372414
181,mean_acc_on_paper10,0.012783065069036481
182,mean_speed_on_paper25,0.012698110385289452
183,mean_acc_on_paper20,0.012677648581174261
184,gmrt_on_paper18,0.01265073504888814
185,num_of_pendown16,0.012442572025776727
186,mean_speed_in_air1,0.012353681069405598
187,mean_speed_in_air4,0.012335185183240727
188,air_time17,0.012206088884532
189,pressure_mean10,0.01219991731123593
190,mean_speed_in_air9,0.012198181664790642
191,mean_jerk_on_paper1,0.012074409028752342
192,gmrt_on_paper15,0.011968185457731706
193,air_time1,0.011899392082220017
194,total_time19,0.011845712823890242
195,air_time24,0.011820811001310827
196,mean_acc_on_paper15,0.011775053612716746
197,mean_speed_in_air16,0.011703765536264399
198,paper_time21,0.011493121753643587
199,pressure_mean13,0.011437641095374096
200,mean_jerk_on_paper9,0.011425694584882906
201,pressure_var13,0.01141788030036961
202,mean_jerk_on_paper17,0.011398710338431373
203,pressure_var12,0.011300411179379466
204,max_y_extension24,0.011277510181008643
205,max_x_extension3,0.011209774796904104
206,mean_acc_in_air8,0.011193465799864355
207,air_time4,0.011162897155898674
208,mean_speed_in_air10,0.01101268416853074
209,mean_speed_in_air11,0.011005209426572543
210,mean_gmrt22,0.010984372906159612
211,paper_time22,0.010701174300806526
212,max_y_extension3,0.01062987534696025
213,mean_speed_in_air17,0.010547380028889553
214,mean_acc_on_paper14,0.010520309277084916
215,mean_acc_in_air11,0.01051785487028603
216,paper_time20,0.010496491605164943
217,mean_gmrt7,0.010436136828543663
218,air_time15,0.010378038065779957
219,num_of_pendown15,0.010337529555014768
220,max_y_extension6,0.010273552563113908
221,total_time9,0.01027226299639561
222,total_time16,0.010249288426853465
223,gmrt_on_paper9,0.01024698138865554
224,pressure_mean23,0.010163372204644167
225,mean_jerk_in_air11,0.009989370453203916
226,max_x_extension16,0.009957340228905043
227,num_of_pendown25,0.009944513585281589
228,mean_acc_in_air5,0.009891459800872582
229,paper_time11,0.009725872315550554
230,total_time10,0.00969565845898357
231,mean_speed_on_paper14,0.009644952476072777
232,mean_jerk_in_air12,0.009528923447829574
233,total_time14,0.009520605698271706
234,max_y_extension22,0.009504715803987707
235,gmrt_in_air5,0.009503117606656675
236,disp_index23,0.009427763349192153
237,mean_acc_on_paper7,0.009374330249783513
238,disp_index15,0.009191966194030177
239,air_time2,0.009161261152689282
240,mean_jerk_in_air22,0.009104272943038727
241,mean_acc_in_air7,0.009042634021724227
242,mean_gmrt9,0.008932363654184705
243,mean_acc_in_air13,0.00892267338167696
244,paper_time15,0.008913881826677073
245,mean_acc_on_paper2,0.00890687680886948
246,mean_jerk_on_paper14,0.008806459089332308
247,num_of_pendown11,0.008736981278839151
248,mean_acc_on_paper23,0.008680772208966125
249,pressure_mean25,0.008603037153981363
250,mean_acc_on_paper25,0.008556806325627275
251,max_y_extension23,0.008521543618067673
252,mean_jerk_on_paper16,0.008515181997820753
253,total_time23,0.008482724448034107
254,mean_speed_in_air8,0.008362082406759064
255,gmrt_in_air23,0.008329789647404384
256,total_time22,0.008290562583117278
257,disp_index5,0.008289705299090011
258,max_x_extension4,0.008277333461357617
259,disp_index14,0.008265276808110789
260,paper_time2,0.00823738830366949
261,pressure_var18,0.00801531678420997
262,total_time17,0.008009040163518444
263,gmrt_on_paper16,0.007973268406487932
264,mean_gmrt24,0.007964063535446653
265,num_of_pendown14,0.007900375216314148
266,max_x_extension21,0.007886913655731798
267,mean_jerk_in_air3,0.00781623257342412
268,pressure_var8,0.007743326016551422
269,pressure_mean19,0.0076808306264208315
270,mean_jerk_in_air14,0.007676832772892217
271,max_x_extension13,0.007494513604946629
272,mean_acc_in_air19,0.007374602510141326
273,max_y_extension20,0.007370997313978833
274,mean_acc_on_paper13,0.007364750526977049
275,pressure_var5,0.0073482952534701385
276,air_time19,0.007259659241233868
277,max_x_extension7,0.007194879823500089
278,mean_jerk_on_paper15,0.007178025509669506
279,num_of_pendown12,0.00713898317208117
280,num_of_pendown23,0.006919089725848537
281,paper_time9,0.006865268439730565
282,mean_gmrt16,0.0066007773698461
283,total_time2,0.006490401258106071
284,mean_speed_in_air5,0.006482656996184111
285,mean_speed_in_air21,0.006401067947671507
286,air_time7,0.006337049588803864
287,mean_jerk_in_air15,0.006314547565497486
288,disp_index17,0.006309026220743474
289,air_time23,0.006288516903400598
290,pressure_mean24,0.00628651426145721
291,air_time14,0.006248561016215903
292,mean_jerk_in_air17,0.006215733334864915
293,paper_time16,0.006149703927177286
294,mean_speed_in_air3,0.006121257221994275
295,mean_speed_on_paper3,0.005994974843362977
296,gmrt_on_paper8,0.00595183702537283
297,max_x_extension8,0.005942226667238426
298,mean_acc_in_air6,0.005897229284962835
299,total_time18,0.005894716664630817
300,num_of_pendown18,0.005842744109788467
301,max_x_extension23,0.005760939754432259
302,pressure_mean5,0.005745813378983222
303,mean_acc_in_air23,0.005701689138022992
304,gmrt_in_air25,0.005641098348081908
305,mean_gmrt12,0.005600460881339142
306,mean_speed_on_paper15,0.00557461061261863
307,disp_index10,0.0055395857657277725
308,disp_index6,0.005510133273481876
309,mean_gmrt20,0.005508762777224563
310,mean_acc_in_air4,0.005499021391994319
311,max_x_extension10,0.0054332545495072715
312,mean_jerk_in_air20,0.005429021802332734
313,max_x_extension5,0.005384832146370533
314,num_of_pendown5,0.005375185808126334
315,mean_jerk_on_paper8,0.005292388212663257
316,mean_jerk_in_air21,0.005230225743762251
317,air_time22,0.005190273780794882
318,mean_acc_on_paper16,0.005014629851589902
319,max_y_extension21,0.004950897397533738
320,max_x_extension18,0.004878873638503367
321,total_time5,0.004850038125227885
322,disp_index13,0.004841931750166006
323,gmrt_on_paper5,0.004708051235484456
324,pressure_var2,0.0046915368116169365
325,pressure_var14,0.004673772701429102
326,num_of_pendown9,0.004599016523472027
327,mean_speed_on_paper10,0.004533853605038107
328,max_y_extension25,0.0044026627108755545
329,gmrt_in_air6,0.004368882117739892
330,mean_jerk_in_air23,0.004225645463164729
331,num_of_pendown4,0.004145745965770109
332,num_of_pendown7,0.003958259181600088
333,mean_acc_in_air21,0.003865958890346688
334,total_time15,0.0036889740394360215
335,mean_acc_on_paper6,0.003493461925314245
336,max_x_extension1,0.003160866140159757
337,pressure_var10,0.003108032194953439
338,mean_jerk_in_air4,0.0029369159058201255
339,mean_gmrt8,0.002870200925590538
340,num_of_pendown6,0.0027463710442361677
341,mean_speed_on_paper16,0.0025420182398181446
342,mean_jerk_in_air10,0.002471222810969509
343,air_time3,0.002431898597078763
344,mean_jerk_on_paper10,0.002370984756650818
345,pressure_mean11,0.002249130556849277
346,mean_acc_in_air15,0.002186739315460373
347,mean_speed_in_air20,0.0021590480266868717
348,total_time13,0.002028969410046183
349,mean_acc_on_paper1,0.001865771077716516
350,mean_speed_on_paper11,0.0017292945756740563
351,mean_jerk_on_paper20,0.001496253051006563
352,gmrt_in_air13,0.0014107918112268303
353,mean_speed_on_paper13,0.0011659299741417772
354,air_time10,0.0007901595164327979
355,air_time11,0.0006767299078924705
356,mean_jerk_in_air8,0.00047060605427495794
357,max_x_extension25,0.0
358,gmrt_on_paper25,0.0
359,mean_acc_in_air22,0.0
360,air_time25,0.0
361,mean_acc_in_air25,0.0
362,mean_jerk_on_paper25,0.0
363,max_x_extension22,0.0
364,mean_jerk_on_paper22,0.0
365,mean_gmrt25,0.0
366,max_x_extension24,0.0
367,mean_speed_in_air25,0.0
368,mean_jerk_in_air24,0.0
369,mean_jerk_in_air13,0.0
370,mean_acc_on_paper21,0.0
371,gmrt_on_paper21,0.0
372,gmrt_in_air8,0.0
373,paper_time8,0.0
374,gmrt_in_air9,0.0
375,max_y_extension9,0.0
376,mean_acc_in_air9,0.0
377,mean_jerk_in_air9,0.0
378,mean_speed_on_paper9,0.0
379,pressure_var9,0.0
380,num_of_pendown10,0.0
381,paper_time10,0.0
382,disp_index11,0.0
383,gmrt_in_air11,0.0
384,pressure_var11,0.0
385,air_time12,0.0
386,gmrt_in_air12,0.0
387,gmrt_on_paper12,0.0
388,mean_acc_on_paper12,0.0
389,pressure_var7,0.0
390,pressure_mean6,0.0
391,mean_gmrt6,0.0
392,gmrt_in_air3,0.0
393,max_y_extension1,0.0
394,max_x_extension2,0.0
395,max_y_extension2,0.0
396,mean_acc_in_air2,0.0
397,mean_jerk_in_air2,0.0
398,mean_jerk_on_paper2,0.0
399,mean_speed_on_paper2,0.0
400,mean_jerk_on_paper3,0.0
401,max_x_extension6,0.0
402,mean_jerk_on_paper4,0.0
403,total_time4,0.0
404,air_time5,0.0
405,max_y_extension5,0.0
406,mean_acc_on_paper5,0.0
407,mean_gmrt5,0.0
408,mean_jerk_on_paper5,0.0
409,mean_jerk_on_paper12,0.0
410,mean_speed_in_air12,0.0
411,mean_speed_on_paper12,0.0
412,paper_time18,0.0
413,gmrt_in_air18,0.0
414,mean_acc_in_air18,0.0
415,mean_acc_on_paper18,0.0
416,mean_gmrt18,0.0
417,mean_jerk_in_air18,0.0
418,mean_jerk_on_paper18,0.0
419,mean_speed_in_air18,0.0
420,gmrt_on_paper19,0.0
421,paper_time17,0.0
422,air_time20,0.0
423,disp_index20,0.0
424,max_x_extension20,0.0
425,mean_acc_in_air20,0.0
426,pressure_mean20,0.0
427,total_time20,0.0
428,gmrt_in_air21,0.0
429,disp_index18,0.0
430,num_of_pendown17,0.0
431,paper_time12,0.0
432,mean_acc_in_air14,0.0
433,total_time12,0.0
434,air_time13,0.0
435,max_y_extension13,0.0
436,mean_jerk_on_paper13,0.0
437,mean_speed_in_air13,0.0
438,max_x_extension14,0.0
439,max_y_extension14,0.0
440,paper_time14,0.0
441,mean_gmrt17,0.0
442,pressure_mean15,0.0
443,air_time16,0.0
444,disp_index16,0.0
445,max_y_extension16,0.0
446,pressure_mean16,0.0
447,max_x_extension17,0.0
448,max_y_extension17,0.0
449,total_time25,0.0
